"state","excess_deaths_per_100k_wa"
"Vermont",1.77712147902786
"Wyoming",1.55407720568566
"Washington",1.3154206150133
"New Hampshire",1.30038584334279
"Oregon",1.27418838317848
"Maine",0.795799623555208
"Alaska",0.588073361309855
"Hawaii",0.486520718813017
"North Carolina",0.0160461866562259
"West Virginia",-0.375307596812001
